,number_concepts,embedding_dimension,boc_model,document,accuracy,method
722,2.0,300.0,VLAD,r8,0.896309750654163,self-trained
723,2.0,300.0,VLAD_TFIDF,r8,0.934262060595184,self-trained
724,3.0,300.0,VLAD,r8,0.9027858498117374,self-trained
725,3.0,300.0,VLAD_TFIDF,r8,0.9337709203988368,self-trained
726,4.0,300.0,VLAD,r8,0.9000978224010241,self-trained
727,4.0,300.0,VLAD_TFIDF,r8,0.9279173216104194,self-trained
728,5.0,300.0,VLAD,r8,0.9032479942060544,self-trained
729,5.0,300.0,VLAD_TFIDF,r8,0.930096125811214,self-trained
730,6.0,300.0,VLAD,r8,0.9034460109901216,self-trained
731,6.0,300.0,VLAD_TFIDF,r8,0.9287821359440288,self-trained
732,7.0,300.0,VLAD,r8,0.902430693477633,self-trained
733,7.0,300.0,VLAD_TFIDF,r8,0.9308086850945596,self-trained
734,8.0,300.0,VLAD,r8,0.9251953455436212,self-trained
735,8.0,300.0,VLAD_TFIDF,r8,0.9365269361909776,self-trained
736,9.0,300.0,VLAD,r8,0.9229959493520884,self-trained
737,9.0,300.0,VLAD_TFIDF,r8,0.9344565222224016,self-trained
738,10.0,300.0,VLAD,r8,0.9226178064142241,self-trained
739,10.0,300.0,VLAD_TFIDF,r8,0.9313026662959174,self-trained
740,11.0,300.0,VLAD,r8,0.9255790319628509,self-trained
741,11.0,300.0,VLAD_TFIDF,r8,0.9330669061013752,self-trained
742,12.0,300.0,VLAD,r8,0.9193381563993376,self-trained
743,12.0,300.0,VLAD_TFIDF,r8,0.931540886647,self-trained
744,13.0,300.0,VLAD,r8,0.9139045211184292,self-trained
745,13.0,300.0,VLAD_TFIDF,r8,0.9281469771280512,self-trained
746,14.0,300.0,VLAD,r8,0.9171993862492412,self-trained
747,14.0,300.0,VLAD_TFIDF,r8,0.9319546777673128,self-trained
748,15.0,300.0,VLAD,r8,0.9156037861346566,self-trained
749,15.0,300.0,VLAD_TFIDF,r8,0.9259434999581756,self-trained
750,16.0,300.0,VLAD,r8,0.919538962045242,self-trained
751,16.0,300.0,VLAD_TFIDF,r8,0.9295539253914338,self-trained
752,17.0,300.0,VLAD,r8,0.9150003530187588,self-trained
753,17.0,300.0,VLAD_TFIDF,r8,0.9318028165402784,self-trained
754,18.0,300.0,VLAD,r8,0.9222605633966944,self-trained
755,18.0,300.0,VLAD_TFIDF,r8,0.9340942213281044,self-trained
756,19.0,300.0,VLAD,r8,0.9155620879460038,self-trained
757,19.0,300.0,VLAD_TFIDF,r8,0.934740769946415,self-trained
758,20.0,300.0,VLAD,r8,0.9129419624123192,self-trained
759,20.0,300.0,VLAD_TFIDF,r8,0.931055050828398,self-trained
760,21.0,300.0,VLAD,r8,0.9205848678982328,self-trained
761,21.0,300.0,VLAD_TFIDF,r8,0.9310664420842036,self-trained
762,22.0,300.0,VLAD,r8,0.9221282181205152,self-trained
763,22.0,300.0,VLAD_TFIDF,r8,0.9309211870694952,self-trained
764,23.0,300.0,VLAD,r8,0.9170270692637283,self-trained
765,23.0,300.0,VLAD_TFIDF,r8,0.9276963936445416,self-trained
766,24.0,300.0,VLAD,r8,0.9152799965921282,self-trained
767,24.0,300.0,VLAD_TFIDF,r8,0.9300883235727184,self-trained
768,25.0,300.0,VLAD,r8,0.9150830132656732,self-trained
769,25.0,300.0,VLAD_TFIDF,r8,0.9340141450079744,self-trained
770,26.0,300.0,VLAD,r8,0.9170281595694872,self-trained
771,26.0,300.0,VLAD_TFIDF,r8,0.9372091607632106,self-trained
772,27.0,300.0,VLAD,r8,0.9219173535549928,self-trained
773,27.0,300.0,VLAD_TFIDF,r8,0.9360871296362732,self-trained
774,28.0,300.0,VLAD,r8,0.9257016372314548,self-trained
775,28.0,300.0,VLAD_TFIDF,r8,0.938046209930588,self-trained
776,29.0,300.0,VLAD,r8,0.9230133356203944,self-trained
777,29.0,300.0,VLAD_TFIDF,r8,0.9345613644466364,self-trained
778,30.0,300.0,VLAD,r8,0.920178625664349,self-trained
779,30.0,300.0,VLAD_TFIDF,r8,0.9334547318360872,self-trained
780,1.0,300.0,VLAD,r8,0.8997789919570746,Glove
781,1.0,300.0,VLAD_TFIDF,r8,0.9317489590420018,Glove
782,2.0,300.0,VLAD,r8,0.9064025205118942,Glove
783,2.0,300.0,VLAD_TFIDF,r8,0.9313180059942184,Glove
784,3.0,300.0,VLAD,r8,0.9084117566632534,Glove
785,3.0,300.0,VLAD_TFIDF,r8,0.9292246272659346,Glove
786,4.0,300.0,VLAD,r8,0.8997283025069354,Glove
787,4.0,300.0,VLAD_TFIDF,r8,0.9287723138093902,Glove
788,5.0,300.0,VLAD,r8,0.902644455879145,Glove
789,5.0,300.0,VLAD_TFIDF,r8,0.9263149396752188,Glove
790,6.0,300.0,VLAD,r8,0.9056182597124144,Glove
791,6.0,300.0,VLAD_TFIDF,r8,0.9297885939094904,Glove
792,7.0,300.0,VLAD,r8,0.9176517192895932,Glove
793,7.0,300.0,VLAD_TFIDF,r8,0.9326269903012416,Glove
794,8.0,300.0,VLAD,r8,0.9229124766822792,Glove
795,8.0,300.0,VLAD_TFIDF,r8,0.9306609233871634,Glove
796,9.0,300.0,VLAD,r8,0.9207210549420048,Glove
797,9.0,300.0,VLAD_TFIDF,r8,0.9308093867851358,Glove
798,10.0,300.0,VLAD,r8,0.922705688826038,Glove
799,10.0,300.0,VLAD_TFIDF,r8,0.9314895061575056,Glove
800,11.0,300.0,VLAD,r8,0.9262432303970556,Glove
801,11.0,300.0,VLAD_TFIDF,r8,0.9320417770125572,Glove
802,12.0,300.0,VLAD,r8,0.9253845671157958,Glove
803,12.0,300.0,VLAD_TFIDF,r8,0.9292363398813966,Glove
804,13.0,300.0,VLAD,r8,0.922156456357596,Glove
805,13.0,300.0,VLAD_TFIDF,r8,0.9344643825734535,Glove
806,14.0,300.0,VLAD,r8,0.9227320936020268,Glove
807,14.0,300.0,VLAD_TFIDF,r8,0.9328270924545178,Glove
808,15.0,300.0,VLAD,r8,0.9223639277348352,Glove
809,15.0,300.0,VLAD_TFIDF,r8,0.9333984633929256,Glove
810,16.0,300.0,VLAD,r8,0.9246732267663365,Glove
811,16.0,300.0,VLAD_TFIDF,r8,0.9338362234241544,Glove
812,17.0,300.0,VLAD,r8,0.9289613870875176,Glove
813,17.0,300.0,VLAD_TFIDF,r8,0.9369703169653836,Glove
814,18.0,300.0,VLAD,r8,0.9266847427345842,Glove
815,18.0,300.0,VLAD_TFIDF,r8,0.9346542695504412,Glove
816,19.0,300.0,VLAD,r8,0.9237771329088412,Glove
817,19.0,300.0,VLAD_TFIDF,r8,0.9339136397952492,Glove
818,20.0,300.0,VLAD,r8,0.9234383444097172,Glove
819,20.0,300.0,VLAD_TFIDF,r8,0.9362991135575824,Glove
820,21.0,300.0,VLAD,r8,0.9275665620382734,Glove
821,21.0,300.0,VLAD_TFIDF,r8,0.9372868469534034,Glove
822,22.0,300.0,VLAD,r8,0.9218016436403728,Glove
823,22.0,300.0,VLAD_TFIDF,r8,0.9348369262573591,Glove
824,23.0,300.0,VLAD,r8,0.9298147841696284,Glove
825,23.0,300.0,VLAD_TFIDF,r8,0.9364501037221172,Glove
826,24.0,300.0,VLAD,r8,0.9284138526505842,Glove
827,24.0,300.0,VLAD_TFIDF,r8,0.9327680366953824,Glove
828,25.0,300.0,VLAD,r8,0.9259100260771737,Glove
829,25.0,300.0,VLAD_TFIDF,r8,0.9348004886833214,Glove
830,26.0,300.0,VLAD,r8,0.9291960978598636,Glove
831,26.0,300.0,VLAD_TFIDF,r8,0.9363579731986608,Glove
832,27.0,300.0,VLAD,r8,0.9280563081584914,Glove
833,27.0,300.0,VLAD_TFIDF,r8,0.9312034086982299,Glove
834,28.0,300.0,VLAD,r8,0.928793823604258,Glove
835,28.0,300.0,VLAD_TFIDF,r8,0.9382602401533979,Glove
836,29.0,300.0,VLAD,r8,0.9261077065642932,Glove
837,29.0,300.0,VLAD_TFIDF,r8,0.9296707997499843,Glove
838,30.0,300.0,VLAD,r8,0.9311612969614784,Glove
839,30.0,300.0,VLAD_TFIDF,r8,0.9376627088124074,Glove
840,1.0,300.0,VLAD,r8,0.8996780267372569,W2V
841,1.0,300.0,VLAD_TFIDF,r8,0.9402483669884848,W2V
842,2.0,300.0,VLAD,r8,0.9076025486746548,W2V
843,2.0,300.0,VLAD_TFIDF,r8,0.9336615218943024,W2V
844,3.0,300.0,VLAD,r8,0.912041829326706,W2V
845,3.0,300.0,VLAD_TFIDF,r8,0.9311903051842859,W2V
846,4.0,300.0,VLAD,r8,0.9097568243073828,W2V
847,4.0,300.0,VLAD_TFIDF,r8,0.9280458702049028,W2V
848,5.0,300.0,VLAD,r8,0.9211878742728852,W2V
849,5.0,300.0,VLAD_TFIDF,r8,0.9384238980595994,W2V
850,6.0,300.0,VLAD,r8,0.9247464209500872,W2V
851,6.0,300.0,VLAD_TFIDF,r8,0.9408086130236092,W2V
852,7.0,300.0,VLAD,r8,0.9155589530592512,W2V
853,7.0,300.0,VLAD_TFIDF,r8,0.9372328525545214,W2V
854,8.0,300.0,VLAD,r8,0.9223872706427833,W2V
855,8.0,300.0,VLAD_TFIDF,r8,0.9397702452315218,W2V
856,9.0,300.0,VLAD,r8,0.9225151199593636,W2V
857,9.0,300.0,VLAD_TFIDF,r8,0.9395508063549672,W2V
858,10.0,300.0,VLAD,r8,0.9233929993191842,W2V
859,10.0,300.0,VLAD_TFIDF,r8,0.9400479821453328,W2V
860,11.0,300.0,VLAD,r8,0.9197777329362181,W2V
861,11.0,300.0,VLAD_TFIDF,r8,0.9439182425038766,W2V
862,12.0,300.0,VLAD,r8,0.919975714057841,W2V
863,12.0,300.0,VLAD_TFIDF,r8,0.9346254651431736,W2V
864,13.0,300.0,VLAD,r8,0.9240671434756812,W2V
865,13.0,300.0,VLAD_TFIDF,r8,0.9387044948630308,W2V
866,14.0,300.0,VLAD,r8,0.9278711860295958,W2V
867,14.0,300.0,VLAD_TFIDF,r8,0.939273412360334,W2V
868,15.0,300.0,VLAD,r8,0.9231070367238396,W2V
869,15.0,300.0,VLAD_TFIDF,r8,0.9384893786779892,W2V
870,16.0,300.0,VLAD,r8,0.9232388711532404,W2V
871,16.0,300.0,VLAD_TFIDF,r8,0.9416255938943716,W2V
872,17.0,300.0,VLAD,r8,0.925838718470924,W2V
873,17.0,300.0,VLAD_TFIDF,r8,0.939387254285548,W2V
874,18.0,300.0,VLAD,r8,0.926528594862577,W2V
875,18.0,300.0,VLAD_TFIDF,r8,0.9399891304920044,W2V
876,19.0,300.0,VLAD,r8,0.9254909179887241,W2V
877,19.0,300.0,VLAD_TFIDF,r8,0.936423939337584,W2V
878,20.0,300.0,VLAD,r8,0.9295391147421552,W2V
879,20.0,300.0,VLAD_TFIDF,r8,0.9426840608533296,W2V
880,21.0,300.0,VLAD,r8,0.9245987494448388,W2V
881,21.0,300.0,VLAD_TFIDF,r8,0.9366374808984479,W2V
882,22.0,300.0,VLAD,r8,0.9243632254524604,W2V
883,22.0,300.0,VLAD_TFIDF,r8,0.9334533242202181,W2V
884,23.0,300.0,VLAD,r8,0.9240319659868124,W2V
885,23.0,300.0,VLAD_TFIDF,r8,0.9308448130776428,W2V
886,24.0,300.0,VLAD,r8,0.9220496008284268,W2V
887,24.0,300.0,VLAD_TFIDF,r8,0.9366154921646308,W2V
888,25.0,300.0,VLAD,r8,0.9243804562645612,W2V
889,25.0,300.0,VLAD_TFIDF,r8,0.9371708084796462,W2V
890,26.0,300.0,VLAD,r8,0.9200303228404048,W2V
891,26.0,300.0,VLAD_TFIDF,r8,0.9360430244776058,W2V
892,27.0,300.0,VLAD,r8,0.9212838179898264,W2V
893,27.0,300.0,VLAD_TFIDF,r8,0.9375092816873528,W2V
894,28.0,300.0,VLAD,r8,0.9244958118701556,W2V
895,28.0,300.0,VLAD_TFIDF,r8,0.9353918311332692,W2V
896,29.0,300.0,VLAD,r8,0.9261796707297962,W2V
897,29.0,300.0,VLAD_TFIDF,r8,0.9374580296097148,W2V
898,30.0,300.0,VLAD,r8,0.9189626480293178,W2V
899,30.0,300.0,VLAD_TFIDF,r8,0.9277984026939652,W2V
900,1.0,300.0,VLAD,r8,0.8905120388795021,self-trained-glove
901,1.0,300.0,VLAD_TFIDF,r8,0.926318995456022,self-trained-glove
902,2.0,300.0,VLAD,r8,0.9042850025043944,self-trained-glove
903,2.0,300.0,VLAD_TFIDF,r8,0.9279997162914979,self-trained-glove
904,3.0,300.0,VLAD,r8,0.8988143391628298,self-trained-glove
905,3.0,300.0,VLAD_TFIDF,r8,0.9284401292019258,self-trained-glove
906,4.0,300.0,VLAD,r8,0.9078840399243076,self-trained-glove
907,4.0,300.0,VLAD_TFIDF,r8,0.9308467276955196,self-trained-glove
908,5.0,300.0,VLAD,r8,0.9084647685275388,self-trained-glove
909,5.0,300.0,VLAD_TFIDF,r8,0.9302870926731759,self-trained-glove
910,6.0,300.0,VLAD,r8,0.9164690430691108,self-trained-glove
911,6.0,300.0,VLAD_TFIDF,r8,0.9291252109735734,self-trained-glove
912,7.0,300.0,VLAD,r8,0.9199444488036584,self-trained-glove
913,7.0,300.0,VLAD_TFIDF,r8,0.9324670231268009,self-trained-glove
914,8.0,300.0,VLAD,r8,0.9207314556280308,self-trained-glove
915,8.0,300.0,VLAD_TFIDF,r8,0.9304609233562032,self-trained-glove
916,9.0,300.0,VLAD,r8,0.9164201237366456,self-trained-glove
917,9.0,300.0,VLAD_TFIDF,r8,0.9296029520042796,self-trained-glove
918,10.0,300.0,VLAD,r8,0.9245595634155078,self-trained-glove
919,10.0,300.0,VLAD_TFIDF,r8,0.930653520200571,self-trained-glove
920,11.0,300.0,VLAD,r8,0.9246345543934328,self-trained-glove
921,11.0,300.0,VLAD_TFIDF,r8,0.9293696552539624,self-trained-glove
922,12.0,300.0,VLAD,r8,0.91983561926026,self-trained-glove
923,12.0,300.0,VLAD_TFIDF,r8,0.9305157949615048,self-trained-glove
924,13.0,300.0,VLAD,r8,0.919094514112572,self-trained-glove
925,13.0,300.0,VLAD_TFIDF,r8,0.9288638052459584,self-trained-glove
926,14.0,300.0,VLAD,r8,0.9241918027578532,self-trained-glove
927,14.0,300.0,VLAD_TFIDF,r8,0.9321125852746236,self-trained-glove
928,15.0,300.0,VLAD,r8,0.9195282470179216,self-trained-glove
929,15.0,300.0,VLAD_TFIDF,r8,0.9313434628244484,self-trained-glove
930,16.0,300.0,VLAD,r8,0.922645080233612,self-trained-glove
931,16.0,300.0,VLAD_TFIDF,r8,0.9319790661260312,self-trained-glove
932,17.0,300.0,VLAD,r8,0.9237462288362042,self-trained-glove
933,17.0,300.0,VLAD_TFIDF,r8,0.93289257708229,self-trained-glove
934,18.0,300.0,VLAD,r8,0.9223373951747368,self-trained-glove
935,18.0,300.0,VLAD_TFIDF,r8,0.9288824284900279,self-trained-glove
936,19.0,300.0,VLAD,r8,0.9204169142429124,self-trained-glove
937,19.0,300.0,VLAD_TFIDF,r8,0.934370643573206,self-trained-glove
938,20.0,300.0,VLAD,r8,0.9246753752709866,self-trained-glove
939,20.0,300.0,VLAD_TFIDF,r8,0.9294993702689958,self-trained-glove
940,21.0,300.0,VLAD,r8,0.9182482067188056,self-trained-glove
941,21.0,300.0,VLAD_TFIDF,r8,0.9295310920004856,self-trained-glove
942,22.0,300.0,VLAD,r8,0.9177373766476088,self-trained-glove
943,22.0,300.0,VLAD_TFIDF,r8,0.9269602031980779,self-trained-glove
944,23.0,300.0,VLAD,r8,0.9196108484417854,self-trained-glove
945,23.0,300.0,VLAD_TFIDF,r8,0.931710132811635,self-trained-glove
946,24.0,300.0,VLAD,r8,0.9173866861416692,self-trained-glove
947,24.0,300.0,VLAD_TFIDF,r8,0.9257061021531344,self-trained-glove
948,25.0,300.0,VLAD,r8,0.9120091988191688,self-trained-glove
949,25.0,300.0,VLAD_TFIDF,r8,0.9254976208300424,self-trained-glove
950,26.0,300.0,VLAD,r8,0.92000508887972,self-trained-glove
951,26.0,300.0,VLAD_TFIDF,r8,0.9282705729796312,self-trained-glove
952,27.0,300.0,VLAD,r8,0.9218242936064864,self-trained-glove
953,27.0,300.0,VLAD_TFIDF,r8,0.9310523220864452,self-trained-glove
954,28.0,300.0,VLAD,r8,0.9181745196884086,self-trained-glove
955,28.0,300.0,VLAD_TFIDF,r8,0.9266218303535358,self-trained-glove
956,29.0,300.0,VLAD,r8,0.9211693903268384,self-trained-glove
957,29.0,300.0,VLAD_TFIDF,r8,0.9303761024801852,self-trained-glove
958,30.0,300.0,VLAD,r8,0.9253335712461588,self-trained-glove
959,30.0,300.0,VLAD_TFIDF,r8,0.9258815410843682,self-trained-glove
